ic_short_name;ic_sp;ic_pt;field;length;comentarios;repeticiones
L2BSUP;20180;10306;Collection Stage;5;;
L2BSUP;20180;10306;TRIAD Credit Limit Offer – sign;1;;
L2BSUP;20180;10306;TRIAD Credit Limit Offer;17;;
L2BSUP;20180;10306;User Defined Sub-Status;2;;
L2BSUP;20180;10306;Account Type/Product Code;2;;
L2BSUP;20180;10306;Customer Class;1;;
L2BSUP;20180;10306;Foreign Indicator;1;;
L2BSUP;20180;10306;Lower Credit Bureau Score Crossed;1;;
L2BSUP;20180;10306;Upper Credit Bureau Score Crossed;1;;
L2BSUP;20180;10306;Lower User Defined Score Crossed;1;;
L2BSUP;20180;10306;Upper User Defined Score Crossed;1;;
L2BSUP;20180;10306;User Score 1;5;;
L2BSUP;20180;10306;User Score 2;2;;
L2BSUP;20180;10306;User Score 3;2;;
L2BSUP;20180;10306;User Score 4;2;;
L2BSUP;20180;10306;User Score 5;2;;
L2BSUP;20180;10306;User Score 6;2;;
L2BSUP;20180;10306;User Score 7;2;;
L2BSUP;20180;10306;User Score 8;2;;
L2BSUP;20180;10306;User Score 9;2;;
L2BSUP;20180;10306;User Score 10;2;;
L2BSUP;20180;10306;User Score 11;2;;
L2BSUP;20180;10306;User Score 12;2;;
L2BSUP;20180;10306;User Score 13;2;;
L2BSUP;20180;10306;User Score 14;2;;
L2BSUP;20180;10306;User Score 15;2;;
L2BSUP;20180;10306;User Score 16;2;;
L2BSUP;20180;10306;User Score 17;2;;
L2BSUP;20180;10306;User Score 18;2;;
L2BSUP;20180;10306;User Score 19;2;;
L2BSUP;20180;10306;User Score 20;2;;
L2BSUP;20180;10306;User Score 21;7;;
L2BSUP;20180;10306;User Score 22;7;;
L2BSUP;20180;10306;User Score 23;7;;
L2BSUP;20180;10306;User Score 24;7;;
L2BSUP;20180;10306;User Score 25;7;;
L2BSUP;20180;10306;User Score 26;7;;
L2BSUP;20180;10306;User Score 27;7;;
L2BSUP;20180;10306;User Score 28;7;;
L2BSUP;20180;10306;User Score 29;4;;
L2BSUP;20180;10306;User Score 30;4;;
L2BSUP;20180;10306;User Score 31;4;;
L2BSUP;20180;10306;User Score 32;4;;
L2BSUP;20180;10306;User Score 33;4;;
L2BSUP;20180;10306;User Score 34;4;;
L2BSUP;20180;10306;User Score 35;4;;
L2BSUP;20180;10306;User Score 36;4;;
L2BSUP;20180;10306;User field 1;2;;
L2BSUP;20180;10306;User field 2;2;;
L2BSUP;20180;10306;User field 3;2;;
L2BSUP;20180;10306;User field 4;2;;
L2BSUP;20180;10306;User field 5;2;;
L2BSUP;20180;10306;User field 6;2;;
L2BSUP;20180;10306;User field 7;2;;
L2BSUP;20180;10306;User field 8;2;;
L2BSUP;20180;10306;User field 9;2;;
L2BSUP;20180;10306;User field 10;2;;
L2BSUP;20180;10306;User field 11;2;;
L2BSUP;20180;10306;User field 12;2;;
L2BSUP;20180;10306;User field 13;2;;
L2BSUP;20180;10306;User field 14;2;;
L2BSUP;20180;10306;User field 15;2;;
L2BSUP;20180;10306;User field 16;2;;
L2BSUP;20180;10306;User field 17;2;;
L2BSUP;20180;10306;User field 18;2;;
L2BSUP;20180;10306;User field 19;2;;
L2BSUP;20180;10306;User field 20;2;;
L2BSUP;20180;10306;User field 21;2;;
L2BSUP;20180;10306;User field 22;2;;
L2BSUP;20180;10306;User field 23;2;;
L2BSUP;20180;10306;User field 24;2;;
L2BSUP;20180;10306;User field 25;2;;
L2BSUP;20180;10306;User field 26;2;;
L2BSUP;20180;10306;User field 27;2;;
L2BSUP;20180;10306;User field 28;2;;
L2BSUP;20180;10306;User field 29;2;;
L2BSUP;20180;10306;User field 30;2;;
L2BSUP;20180;10306;User field 31;2;;
L2BSUP;20180;10306;User field 32;2;;
L2BSUP;20180;10306;User field 33;2;;
L2BSUP;20180;10306;User field 34;2;;
L2BSUP;20180;10306;User field 35;2;;
L2BSUP;20180;10306;User field 36;7;;
L2BSUP;20180;10306;User field 37;7;;
L2BSUP;20180;10306;User field 38;7;;
L2BSUP;20180;10306;User field 39;7;;
L2BSUP;20180;10306;User field 40;7;;
L2BSUP;20180;10306;User field 41;7;;
L2BSUP;20180;10306;User field 42;7;;
L2BSUP;20180;10306;User field 43;7;;
L2BSUP;20180;10306;User field 44;7;;
L2BSUP;20180;10306;User field 45;7;;
L2BSUP;20180;10306;User field 46;4;;
L2BSUP;20180;10306;User field 47;4;;
L2BSUP;20180;10306;User field 48;4;;
L2BSUP;20180;10306;User field 49;4;;
L2BSUP;20180;10306;User field 50;4;;
L2BSUP;20180;10306;Last Arrears Notice Date;8;;
L2BSUP;20180;10306;Arrears Notice Counter;1;;
L2BSUP;20180;10306;New Account Campaign;8;;
L2BSUP;20180;10306;TRIAD Block Code Previous;1;;
L2BSUP;20180;10306;TRIAD Collection Strategy ID – sign;1;;
L2BSUP;20180;10306;TRIAD Collection Strategy ID;3;;
L2BSUP;20180;10306;TRIAD Collection Scenario ID – sign;1;;
L2BSUP;20180;10306;TRIAD Collection Scenario ID;4;;
L2BSUP;20180;10306;TRIAD Collection Action Count;1;;
L2BSUP;20180;10306;TRIAD Collection Control Indicator;1;;
L2BSUP;20180;10306;TRIAD Collection Next Call ;7;;
L2BSUP;20180;10306;TRIAD Collection Number Letters – sign;1;;
L2BSUP;20180;10306;TRIAD Collection Number Letters;3;;
L2BSUP;20180;10306;TRIAD User Strategy ID – sign;1;;
L2BSUP;20180;10306;TRIAD User Strategy ID;3;;
L2BSUP;20180;10306;TRIAD User Scenario ID – sign;1;;
L2BSUP;20180;10306;TRIAD User Scenario ID;3;;
L2BSUP;20180;10306;TRIAD User Control Indicator;1;;
L2BSUP;20180;10306;TRIAD User Exclusion Indicator 1;2;;
L2BSUP;20180;10306;TRIAD Credit Limit Bypass Expiry Date;8;;
L2BSUP;20180;10306;Fee Frequency Code;1;;
L2BSUP;20180;10306;Collection Reclass Indicator;1;;
L2BSUP;20180;10306;TRIAD Collection OOO Type;1;;
L2BSUP;20180;10306;TRIAD Authorisation Exclusion Indicator 1;2;;
L2BSUP;20180;10306;TRIAD Authorisation Digit High – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Digit High;4;;
L2BSUP;20180;10306;TRIAD Credit Limit Digit Low – sign;1;;
L2BSUP;20180;10306;TRIAD Credit Limit Digit Low;4;;
L2BSUP;20180;10306;TRIAD Credit Limit Digit High – sign;1;;
L2BSUP;20180;10306;TRIAD Credit Limit Digit High;4;;
L2BSUP;20180;10306;TRIAD Credit Limit Bypass Indicator;1;;
L2BSUP;20180;10306;Cycle-To-Date Insurance Premium – sign;1;;
L2BSUP;20180;10306;Cycle-To-Date Insurance Premium;17;;
L2BSUP;20180;10306;Number Year-To-Date Disputed ;5;;
L2BSUP;20180;10306;Amount Year-To-Date Disputed – sign;1;;
L2BSUP;20180;10306;Amount Year-To-Date Disputed ;17;;
L2BSUP;20180;10306;Number 2nd Year-To-Date Disputed ;5;;
L2BSUP;20180;10306;Amount 2nd Year-To-Date Disputed – sign;1;;
L2BSUP;20180;10306;Amount 2nd Year-To-Date Disputed ;17;;
L2BSUP;20180;10306;Number 3rd Year-To-Date Disputed ;5;;
L2BSUP;20180;10306;Amount 3rd Year-To-Date Disputed – sign;1;;
L2BSUP;20180;10306;Amount 3rd Year-To-Date Disputed ;17;;
L2BSUP;20180;10306;Insurance Table Number ;3;;
L2BSUP;20180;10306;DD Interim Payments Flag;1;;
L2BSUP;20180;10306;DD Interim Payment Amount – sign;1;;
L2BSUP;20180;10306;DD Interim Payment Amount;17;;
L2BSUP;20180;10306;DD Interim Transaction Code Indicator;1;;
L2BSUP;20180;10306;DD Interim Transaction Code Number;3;;
L2BSUP;20180;10306;Test Digits 2;4;;
L2BSUP;20180;10306;Test Digits 3;4;;
L2BSUP;20180;10306;TRIAD Authorisation Strategy ID 2 – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Strategy ID 2;3;;
L2BSUP;20180;10306;TRIAD Authorisation Scenario ID 2 – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Scenario ID 2;3;;
L2BSUP;20180;10306;TRIAD Authorisation Control Indicator 2;1;;
L2BSUP;20180;10306;TRIAD Authorisation Exclusion Indicator 2;2;;
L2BSUP;20180;10306;TRIAD Authorisation Strategy ID 3 – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Strategy ID 3;3;;
L2BSUP;20180;10306;TRIAD Authorisation Scenario ID 3 – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Scenario ID 3;3;;
L2BSUP;20180;10306;TRIAD Authorisation Control Indicator 3;1;;
L2BSUP;20180;10306;TRIAD Authorisation Exclusion Indicator 3;2;;
L2BSUP;20180;10306;TRIAD Authorisation Strategy ID 4 – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Strategy ID 4;3;;
L2BSUP;20180;10306;TRIAD Authorisation Scenario ID 4 – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Scenario ID 4;3;;
L2BSUP;20180;10306;TRIAD Authorisation Control Indicator 4;1;;
L2BSUP;20180;10306;TRIAD Authorisation Exclusion Indicator 4;2;;
L2BSUP;20180;10306;TRIAD Authorisation Digit Low – sign;1;;
L2BSUP;20180;10306;TRIAD Authorisation Digit Low;4;;
L2BSUP;20180;10306;Total Outstanding Arrears Amount – sign;1;;
L2BSUP;20180;10306;Total Outstanding Arrears Amount;17;;
L2BSUP;20180;10306;Previous Disclosed Arrears Amount – sign;1;;
L2BSUP;20180;10306;Previous Disclosed Arrears Amount;17;;
L2BSUP;20180;10306;Arrears Notice Statement Indicator;1;;
L2BSUP;20180;10306;Default Fee Counter;2;;
L2BSUP;20180;10306;Cycle-To-Date Default Fee Total Amount – sign;1;;
L2BSUP;20180;10306;Cycle-To-Date Default Fee Total Amount;17;;
L2BSUP;20180;10306;Net Payments Amount Outstanding Amount – sign;1;;
L2BSUP;20180;10306;Net Payments Amount Outstanding Amount;17;;
L2BSUP;20180;10306;DD Interim Payment Date;8;;
L2BSUP;20180;10306;Credit Limit Update ARTC;1;;
L2BSUP;20180;10306;Cash Available Credit Percent – sign;1;;
L2BSUP;20180;10306;Cash Available Credit Percent;8;;
L2BSUP;20180;10306;Amount auths today – sign;1;;
L2BSUP;20180;10306;Amount auths today;17;;
L2BSUP;20180;10306;Number auths today – sign;1;;
L2BSUP;20180;10306;Number auths today;3;;
L2BSUP;20180;10306;Amount declined auths today;1;;
L2BSUP;20180;10306;Amount declined auths today;17;;
L2BSUP;20180;10306;Number declined auths today;1;;
L2BSUP;20180;10306;Number declined auths today;3;;
L2BSUP;20180;10306;New account campaign ID;10;;
L2BSUP;20180;10306;On Demand ACH DC Type;1;;
L2BSUP;20180;10306;On Demand ACH DC Number;17;;
L2BSUP;20180;10306;On Demand ACH Transit Routing Number;10;;
L2BSUP;20180;10306;On Demand Direct Credit IBAN;34;;
L2BSUP;20180;10306;Direct Debit IBAN;34;;
L2BSUP;20180;10306;Direct Credit IBAN;34;;
L2BSUP;20180;10306;On Demand Direct Credit BIC;11;;
L2BSUP;20180;10306;Direct Debit BIC;11;;
L2BSUP;20180;10306;Direct Credit BIC;11;;
L2BSUP;20180;10306;Credit Bureau Indicator;1;;
L2BSUP;20180;10306;Last Projected DD Maintenance Date;8;;
L2BSUP;20180;10306;DD Cancel;1;;
L2BSUP;20180;10306;OLC reason;2;;
L2BSUP;20180;10306;Bureaus Score Refresh ;8;;
L2BSUP;20180;10306;Co-maker date of Birth;8;;
L2BSUP;20180;10306;Cash amount outstanding auth – sign;1;;
L2BSUP;20180;10306;Cash amount outstanding auth;17;;
L2BSUP;20180;10306;Cash amount decline today 1 – sign;1;;
L2BSUP;20180;10306;Cash amount decline today 1;17;;
L2BSUP;20180;10306;Cash amount decline today  2 – sign;1;;
L2BSUP;20180;10306;Cash amount decline today  2;17;;
L2BSUP;20180;10306;Cash amount decline today  3 – sign;1;;
L2BSUP;20180;10306;Cash amount decline today  3;17;;
L2BSUP;20180;10306;Cash amount decline today  4 – sign;1;;
L2BSUP;20180;10306;Cash amount decline today  4;17;;
L2BSUP;20180;10306;Cash amount decline today  5 – sign;1;;
L2BSUP;20180;10306;Cash amount decline today  5;17;;
L2BSUP;20180;10306;Cash amount decline today  6 – sign;1;;
L2BSUP;20180;10306;Cash amount decline today  6;17;;
L2BSUP;20180;10306;Cash amount decline today  7 – sign;1;;
L2BSUP;20180;10306;Cash amount decline today  7;17;;
L2BSUP;20180;10306;Cash number decline today 1 – sign;1;;
L2BSUP;20180;10306;Cash number decline today 1;3;;
L2BSUP;20180;10306;Cash number decline today 2 – sign;1;;
L2BSUP;20180;10306;Cash number decline today 2;3;;
L2BSUP;20180;10306;Cash number decline today 3 – sign;1;;
L2BSUP;20180;10306;Cash number decline today 3;3;;
L2BSUP;20180;10306;Cash number decline today 4 – sign;1;;
L2BSUP;20180;10306;Cash number decline today 4;3;;
L2BSUP;20180;10306;Cash n umber decline today  5 – sign;1;;
L2BSUP;20180;10306;Cash n umber decline today  5;3;;
L2BSUP;20180;10306;Cash number  decline today  6 – sign;1;;
L2BSUP;20180;10306;Cash number  decline today  6;3;;
L2BSUP;20180;10306;Cash number decline today  7 – sign;1;;
L2BSUP;20180;10306;Cash number decline today  7;3;;
L2BSUP;20180;10306;Cash number outstanding auth – sign;1;;
L2BSUP;20180;10306;Cash number outstanding auth;3;;
L2BSUP;20180;10306;Date hi balance;8;;
L2BSUP;20180;10306;Date late fee;8;;
L2BSUP;20180;10306;Date last Reclass;8;;
L2BSUP;20180;10306;Date late fee current;8;;
L2BSUP;20180;10306;Last payment reaged by;3;;
L2BSUP;20180;10306;Last reage category code;2;;
L2BSUP;20180;10306;Last reage exception flag;1;;
L2BSUP;20180;10306;Reage history date reage (occur 1);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 1);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 1);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 1);1;;
L2BSUP;20180;10306;Reage history date reage (occur 2);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 2);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 2);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 2);1;;
L2BSUP;20180;10306;Reage history date reage (occur 3);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 3);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 3);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 3);1;;
L2BSUP;20180;10306;Reage history date reage (occur 4);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 4);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 4);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 4);1;;
L2BSUP;20180;10306;Reage history date reage (occur 5);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 5);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 5);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 5);1;;
L2BSUP;20180;10306;Reage history date reage (occur 6);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 6);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 6);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 6);1;;
L2BSUP;20180;10306;Reage history date reage (occur 7);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 7);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 7);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 7);1;;
L2BSUP;20180;10306;Reage history date reage (occur 8);8;;
L2BSUP;20180;10306;Reage history pmt reaged by (occur 8);3;;
L2BSUP;20180;10306;Reage history reage category code (occur 8);2;;
L2BSUP;20180;10306;Reage history reage exception flag (occur 8);1;;
L2BSUP;20180;10306;Cust comp group code;3;;
L2BSUP;20180;10306;Cost Centre Rpt;16;;
L2BSUP;20180;10306;Current Contractual Minimum Payment – sign;1;;
L2BSUP;20180;10306;Current Contractual Minimum Payment;17;;
L2BSUP;20180;10306;Previous Contractual Minimum Payment – sign;1;;
L2BSUP;20180;10306;Previous Contractual Minimum Payment;17;;
L2BSUP;20180;10306;Prepaid Maximum Balance Amount – sign;1;;
L2BSUP;20180;10306;Prepaid Maximum Balance Amount;17;;
L2BSUP;20180;10306;Secure ID;3;;
L2BSUP;20180;10306;Secure ID Date Last Updated;8;;
L2BSUP;20180;10306;ACCT-DISPLAY;1;;
L2BSUP;20180;10306;ACCT-RESTRUCTURE;1;;
L2BSUP;20180;10306;COLAT-CODE;2;;
L2BSUP;20180;10306;COLL-CARD;1;;
L2BSUP;20180;10306;CR-CLASS;2;;
L2BSUP;20180;10306;DATE-ACH-PMT-EXPR;8;;
L2BSUP;20180;10306;DATE-INTO-COLL;8;;
L2BSUP;20180;10306;DATE-NEXT-RECLASS;8;;
L2BSUP;20180;10306;DATE-NOTIFIC-RECVD;8;;
L2BSUP;20180;10306;DAYS-TIL-CHGOFF;3;;
L2BSUP;20180;10306;FS-FLAG;1;;
L2BSUP;20180;10306;LETTER-REQUEST;3;;
L2BSUP;20180;10306;LOAN-BALANCE-SIGN;1;;
L2BSUP;20180;10306;LOAN-BALANCE;13;;
L2BSUP;20180;10306;PURGED-PLAN-YTD-INT-SIGN;1;;
L2BSUP;20180;10306;PURGED-PLAN-YTD-INT;17;;
L2BSUP;20180;10306;REISSUE-SCHEME;1;;
L2BSUP;20180;10306;REL-CARD-SCHEME;1;;
L2BSUP;20180;10306;REL-NBR;19;;
L2BSUP;20180;10306;SECUR;1;;
L2BSUP;20180;10306;AUTH-TEXT-MSG-SW;1;;
L2BSUP;20180;10306;AUTH-TEXT-MSG-AMT-SIGN;1;;
L2BSUP;20180;10306;AUTH-TEXT-MSG-AMT;9;;
L2BSUP;20180;10306;IBS-DDA-RTNG-NBR;10;;
L2BSUP;20180;10306;IBS-DDA-ACCT-NBR;17;;
L2BSUP;20180;10306;IBS-SAV-RTNG-NBR;10;;
L2BSUP;20180;10306;IBS-SAV-ACCT-NBR;17;;
L2BSUP;20180;10306;IBS-ACCT-DFLT;2;;
L2BSUP;20180;10306;TIME-LAST-AUTH;6;;
L2BSUP;20180;10306;CCD-INT-CODE;3;;
L2BSUP;20180;10306;IGT EXEMPT FLAG;1;;
L2BSUP;20180;10306;IGT EXEMPTION REASON;2;;
L2BSUP;20180;10306;IGT CURRENT YR SIGN;1;;
L2BSUP;20180;10306;IGT CURR YR BILLING AMT;13;;
L2BSUP;20180;10306;IGT LAST YR SIGN;1;;
L2BSUP;20180;10306;IGT LAST YR BILLING AMT;13;;
L2BSUP;20180;10306;MOBILE PI ALLOWED;1;;
L2BSUP;20180;10306;MOBILE PI IND;1;;
L2BSUP;20180;10306;ANNUAL STRIKES;2;;
L2BSUP;20180;10306;STRIKE FLAG;1;;
L2BSUP;20180;10306;PRIOR SECURITIZATION ID;3;;
L2BSUP;20180;10306;INSTANT CREDIT FLAG;1;;
L2BSUP;20180;10306;INSTANT CREDIT NUMBER;19;;
L2BSUP;20180;10306;ORIG TEMP CR LIM SIGN;1;;
L2BSUP;20180;10306;ORIG TEMP CR LIMIT;17;;
L2BSUP;20180;10306;EMP ID;15;;
L2BSUP;20180;10306;HOME STORE;12;;
L2BSUP;20180;10306;REPRICE RETAIL APR;7;;
L2BSUP;20180;10306;REPRICE CASH APR;7;;
L2BSUP;20180;10306;REPRICE BT APR;7;;
L2BSUP;20180;10306;EMP DISC YTD SIGN;1;;
L2BSUP;20180;10306;EMP DICS YTD;13;;
L2BSUP;20180;10306;TRIAD REPR WITHDRAWN;1;;
L2BSUP;20180;10306;TRIAD REPR WITHDRAWN DTE;8;;
L2BSUP;20180;10306;ACCOUNT SERIAL NUMBER;10;;
L2BSUP;20180;10306;FOREX FEE;2;;
L2BSUP;20180;10306;MEMBERSHIP METH;1;;
L2BSUP;20180;10306;SMS Alerts;1;;
L2BSUP;20180;10306;CURR CMP CTR;3;;
L2BSUP;20180;10306;LAST CMP LETR;1;;
L2BSUP;20180;10306;LAST CMP LETR CTR;3;;
L2BSUP;20180;10306;RM PERCENT;7;;
L2BSUP;20180;10306;PMT-DUE-ALERT  ;1;;
L2BSUP;20180;10306;SPND-LMT-ALERT ;1;;
L2BSUP;20180;10306;CRDT-LMT-ALERT ;1;;
L2BSUP;20180;10306;OVER-LMT-ALERT ;1;;
L2BSUP;20180;10306;PD-REM-DAYS    ;2;;
L2BSUP;20180;10306;SPND-LMT-AMT   ;9;;
L2BSUP;20180;10306;CRDT-LMT-AMT   ;9;;
L2BSUP;20180;10306;DD-SUSPEND;1;;
L2BSUP;20180;10306;DD-SUSPEND-BYPASS;1;;
L2BSUP;20180;10306;ECOM-RESTRICT-FLAG;1;;
L2BSUP;20180;10306;IBAN-CC;2;;
L2BSUP;20180;10306;IBAN-CHECKDIGIT;2;;
L2BSUP;20180;10306;IBAN-BASIC-ACCOUNT;30;;
L2BSUP;20180;10306;CCI-IND;1;;
L2BSUP;20180;10306;DATE-FIRST-MISD-PMT;8;;
L2BSUP;20180;10306;EPP-PRIN-BAL-SIGN;1;;
L2BSUP;20180;10306;EPP-PRIN-BAL;17;;
L2BSUP;20180;10306;LWC-PRIN-BAL-SIGN;1;;
L2BSUP;20180;10306;LWC-PRIN-BAL;17;;
L2BSUP;20180;10306;LOC-PRIN-BAL-SIGN;1;;
L2BSUP;20180;10306;LOC-PRIN-BAL;17;;
L2BSUP;20180;10306;EPP-TOT-BAL-SIGN;1;;
L2BSUP;20180;10306;EPP-TOT-BAL;17;;
L2BSUP;20180;10306;LWC-TOT-BAL-SIGN;1;;
L2BSUP;20180;10306;LWC-TOT-BAL;17;;
L2BSUP;20180;10306;LOC-TOT-BAL-SIGN;1;;
L2BSUP;20180;10306;LOC-TOT-BAL;17;;
L2BSUP;20180;10306;EDA-PMT-210DAYS-SIGN;1;;
L2BSUP;20180;10306;EDA-PMT-210DAYS;17;;
L2BSUP;20180;10306;EDA-PMT-240DAYS-SIGN;1;;
L2BSUP;20180;10306;EDA-PMT-240DAYS;17;;
L2BSUP;20180;10306;EDA-PMT-270DAYS-SIGN;1;;
L2BSUP;20180;10306;EDA-PMT-270DAYS;17;;
L2BSUP;20180;10306;EDA-PMT-300DAYS-SIGN;1;;
L2BSUP;20180;10306;EDA-PMT-300DAYS;17;;
L2BSUP;20180;10306;EDA-PMT-330DAYS-SIGN;1;;
L2BSUP;20180;10306;EDA-PMT-330DAYS;17;;
L2BSUP;20180;10306;EDA-PMT-360DAYS-SIGN;1;;
L2BSUP;20180;10306;EDA-PMT-360DAYS;17;;
L2BSUP;20180;10306;DELQ-AGE           ;3;;
L2BSUP;20180;10306;HIST-DUE-DATE-13   ;8;;
L2BSUP;20180;10306;HIST-DUE-DATE-14   ;8;;
L2BSUP;20180;10306;INT-ACCRUAL-FLAG   ;1;;
L2BSUP;20180;10306;NON-ACCR-START-DATE;8;;
L2BSUP;20180;10306;RISK-CLASS         ;3;;
L2BSUP;20180;10306;RISK-CLASS-DATE    ;8;;
L2BSUP;20180;10306;RETAIL-PROMO-PLN;5;;
L2BSUP;20180;10306;RETAIL-PROMO-ST-DATE;8;;
L2BSUP;20180;10306;RETAIL-PROMO-EXP-DATE;8;;
L2BSUP;20180;10306;CASH-PROMO-PLN  ;5;;
L2BSUP;20180;10306;CASH-PROMO-ST-DATE  ;8;;
L2BSUP;20180;10306;CASH-PROMO-EXP-DATE   ;8;;
L2BSUP;20180;10306;RSN-BLOCK-CODE-1;2;;
L2BSUP;20180;10306;RSN-BLOCK-CODE-2;2;;
L2BSUP;20180;10306;FI-SCRD-SIGN;1;;
L2BSUP;20180;10306;FI-SCRD;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_2;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_2;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_3;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_3;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_4;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_4;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_5;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_5;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_6;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_6;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_7;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_7;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_8;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_8;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_9;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_9;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_10;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_10;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_11;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_11;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_12;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_12;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_13;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_13;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_14;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_14;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_15;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_15;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_16;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_16;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_17;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_17;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_18;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_18;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_19;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_19;4;;
L2BSUP;20180;10306;DES_FI_SCRD_SIGN_20;1;;
L2BSUP;20180;10306;MEA_FI_SCRD_20;4;;
L2BSUP;20180;10306;AUTH-OTB-MSG-IND ;1;;
L2BSUP;20180;10306;AUTH-OTB-MSG-AMT-SIGN ;1;;
L2BSUP;20180;10306;AUTH-OTB-MSG-AMT ;11;;
L2BSUP;20180;10306;AUTH-OTB-CH-TYPE ;1;;
L2BSUP;20180;10306;FLG_MSG_NOTIFY;1;;
L2BSUP;20180;10306;DES_OTA_MSG_AMT_SIGN;1;;
L2BSUP;20180;10306;COD_MSG_AMT;13;;
L2BSUP;20180;10306;FLG_SMS_GEN_BANK_IND;1;;
L2BSUP;20180;10306;DES_TKN_CRDS_COUNT;2;;
L2BSUP;20180;10306;COD_SUPRS_TKN;1;;
L2BSUP;20180;10306;Test Digits 4 ;4;;
L2BSUP;20180;10306;SDG2-OPT-OUT-FLAG;1;;
L2BSUP;20180;10306;DT-LST-SDG2-OPT-OUT-CHG;8;;
L2BSUP;20180;10306;FOREX-OVRD-IND ;1;;
L2BSUP;20180;10306;FOREX-OVRD-AMT-PCT-SIGN ;1;;
L2BSUP;20180;10306;FOREX-OVRD-AMT-PCT ;7;;
L2BSUP;20180;10306;FOREX-OVRD-CARD-SCHEME ;2;;
L2BSUP;20180;10306;FOREX-OVRD-UL-PERC-SIGN ;1;;
L2BSUP;20180;10306;FOREX-OVRD-UL-PERC-AMT ;7;;
L2BSUP;20180;10306;FOREX-FEE-WV-ST-DT ;8;;
L2BSUP;20180;10306;FOREX-FEE-WV-EXP-DT ;8;;
L2BSUP;20180;10306;CLIENT-REF-ID ;40;;
L2BSUP;20180;10306;DAT-FST-PRM-CARD-ACT-DT;8;;
